CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn
123243.0,47.0,Male,22.0,11.0,6.0,15.0,Standard,Quarterly,135.0,1.0,1.0
343289.0,45.0,Male,38.0,11.0,4.0,13.0,Standard,Annual,800.74,24.0,0.0
315519.0,25.0,Male,35.0,20.0,2.0,6.0,Basic,Annual,903.83,13.0,0.0
254843.0,36.0,Female,4.0,17.0,0.0,21.0,Premium,Annual,837.35,4.0,1.0
242379.0,33.0,Male,39.0,11.0,0.0,15.0,Basic,Annual,101.08,16.0,1.0
193016.0,42.0,Female,16.0,13.0,6.0,2.0,Premium,Annual,991.0,21.0,1.0
298815.0,35.0,Male,51.0,7.0,0.0,18.0,Standard,Annual,966.35,7.0,0.0
376408.0,41.0,Male,17.0,22.0,1.0,4.0,Basic,Quarterly,934.05,23.0,0.0
430652.0,46.0,Male,35.0,5.0,2.0,0.0,Basic,Quarterly,530.47,22.0,0.0
332221.0,32.0,Female,48.0,29.0,1.0,9.0,Standard,Quarterly,755.4,9.0,0.0
114662.0,40.0,Female,43.0,11.0,1.0,26.0,Premium,Monthly,624.0,5.0,1.0
1238.0,39.0,Female,60.0,24.0,1.0,1.0,Premium,Quarterly,668.0,16.0,1.0
173974.0,59.0,Female,57.0,10.0,0.0,3.0,Standard,Monthly,511.0,10.0,1.0
339121.0,43.0,Male,49.0,18.0,4.0,2.0,Premium,Annual,772.27,24.0,0.0
53870.0,51.0,Female,45.0,26.0,10.0,20.0,Basic,Monthly,424.0,10.0,1.0
426562.0,22.0,Male,50.0,8.0,1.0,17.0,Basic,Quarterly,600.63,3.0,0.0
315760.0,47.0,Male,60.0,26.0,2.0,9.0,Standard,Quarterly,571.79,14.0,0.0
330351.0,45.0,Female,53.0,3.0,1.0,1.0,Basic,Annual,506.98,10.0,0.0
385398.0,27.0,Male,9.0,5.0,2.0,10.0,Basic,Annual,609.8,6.0,0.0
237293.0,30.0,Male,22.0,25.0,1.0,29.0,Standard,Quarterly,143.98,1.0,1.0
214442.0,38.0,Female,6.0,21.0,3.0,9.0,Standard,Quarterly,398.31,11.0,1.0
189333.0,31.0,Female,49.0,16.0,7.0,29.0,Premium,Quarterly,227.0,18.0,1.0
351062.0,28.0,Female,53.0,28.0,1.0,8.0,Basic,Annual,851.07,7.0,0.0
251649.0,64.0,Male,28.0,28.0,1.0,9.0,Standard,Quarterly,517.88,2.0,1.0
264154.0,21.0,Male,47.0,12.0,0.0,1.0,Premium,Quarterly,893.09,10.0,0.0
401229.0,38.0,Male,29.0,1.0,1.0,15.0,Basic,Annual,710.54,10.0,0.0
29502.0,28.0,Female,39.0,16.0,5.0,28.0,Standard,Annual,677.0,13.0,1.0
423586.0,21.0,Male,46.0,30.0,0.0,8.0,Basic,Quarterly,788.2,21.0,0.0
265299.0,25.0,Female,51.0,11.0,1.0,13.0,Standard,Quarterly,759.25,10.0,0.0
416408.0,25.0,Male,41.0,6.0,1.0,8.0,Standard,Annual,915.87,2.0,0.0
300734.0,46.0,Male,30.0,14.0,4.0,6.0,Basic,Quarterly,952.94,24.0,0.0
384056.0,27.0,Male,40.0,20.0,1.0,20.0,Standard,Quarterly,925.36,29.0,0.0
67946.0,51.0,Female,16.0,29.0,8.0,21.0,Standard,Monthly,346.0,11.0,1.0
269194.0,38.0,Male,38.0,16.0,3.0,0.0,Standard,Annual,562.97,27.0,0.0
65828.0,65.0,Female,44.0,16.0,7.0,3.0,Premium,Annual,102.0,27.0,1.0
140134.0,22.0,Female,45.0,12.0,10.0,29.0,Standard,Monthly,883.0,22.0,1.0
444938.0,20.0,Male,25.0,28.0,0.0,17.0,Premium,Quarterly,825.68,15.0,0.0
147830.0,64.0,Male,31.0,10.0,10.0,8.0,Premium,Monthly,988.0,29.0,1.0
143961.0,59.0,Male,25.0,3.0,3.0,2.0,Premium,Monthly,852.0,2.0,1.0
445757.0,46.0,Male,13.0,11.0,0.0,18.0,Premium,Annual,682.84,20.0,0.0
306717.0,27.0,Male,35.0,23.0,0.0,18.0,Standard,Annual,676.71,30.0,0.0
296955.0,46.0,Male,59.0,12.0,3.0,4.0,Standard,Quarterly,850.21,6.0,0.0
260425.0,65.0,Female,4.0,21.0,1.0,23.0,Standard,Monthly,710.03,29.0,1.0
396326.0,27.0,Male,13.0,24.0,0.0,1.0,Basic,Annual,983.11,20.0,0.0
189191.0,65.0,Male,19.0,2.0,5.0,5.0,Basic,Monthly,604.0,3.0,1.0
137388.0,21.0,Female,34.0,30.0,6.0,10.0,Premium,Annual,631.0,1.0,1.0
398329.0,24.0,Female,39.0,11.0,0.0,4.0,Standard,Quarterly,534.23,13.0,0.0
322747.0,49.0,Female,43.0,25.0,0.0,3.0,Premium,Annual,775.19,15.0,0.0
389178.0,19.0,Male,12.0,19.0,0.0,14.0,Standard,Quarterly,862.77,2.0,0.0
197063.0,61.0,Female,38.0,8.0,5.0,5.0,Basic,Monthly,470.0,28.0,1.0
388053.0,37.0,Male,28.0,7.0,2.0,20.0,Premium,Annual,513.49,5.0,0.0
133576.0,31.0,Male,51.0,20.0,9.0,23.0,Basic,Monthly,753.0,6.0,1.0
162901.0,32.0,Male,18.0,1.0,6.0,29.0,Premium,Monthly,539.0,3.0,1.0
72977.0,56.0,Female,24.0,8.0,8.0,26.0,Basic,Quarterly,929.0,24.0,1.0
122400.0,47.0,Male,23.0,16.0,1.0,9.0,Standard,Monthly,368.0,13.0,1.0
249675.0,30.0,Female,22.0,14.0,10.0,2.0,Standard,Quarterly,900.07,21.0,1.0
7082.0,57.0,Male,18.0,21.0,1.0,18.0,Standard,Monthly,681.0,9.0,1.0
255539.0,21.0,Male,27.0,17.0,8.0,8.0,Premium,Monthly,635.3,7.0,1.0
216954.0,33.0,Female,15.0,1.0,1.0,14.0,Premium,Annual,293.36,23.0,1.0
251405.0,61.0,Male,12.0,6.0,3.0,0.0,Standard,Monthly,105.53,24.0,1.0
49833.0,35.0,Male,15.0,13.0,9.0,11.0,Basic,Annual,164.0,25.0,1.0
341916.0,47.0,Female,19.0,27.0,3.0,3.0,Premium,Quarterly,825.94,5.0,0.0
333922.0,36.0,Male,30.0,15.0,3.0,6.0,Standard,Quarterly,733.98,10.0,0.0
201255.0,18.0,Male,36.0,14.0,8.0,17.0,Standard,Quarterly,223.0,17.0,1.0
396000.0,27.0,Male,9.0,25.0,2.0,1.0,Premium,Annual,647.55,29.0,0.0
85185.0,51.0,Female,31.0,20.0,1.0,11.0,Standard,Annual,842.0,20.0,1.0
283944.0,49.0,Male,40.0,8.0,1.0,9.0,Premium,Annual,821.65,21.0,0.0
444451.0,45.0,Female,27.0,6.0,0.0,20.0,Premium,Quarterly,611.8,1.0,0.0
119859.0,31.0,Male,30.0,6.0,3.0,26.0,Basic,Quarterly,542.0,14.0,1.0
45095.0,57.0,Female,27.0,28.0,6.0,18.0,Premium,Annual,267.0,25.0,1.0
417006.0,46.0,Male,34.0,23.0,2.0,0.0,Premium,Annual,790.4,15.0,0.0
443311.0,48.0,Female,10.0,1.0,1.0,15.0,Standard,Annual,515.77,9.0,0.0
411857.0,34.0,Male,58.0,20.0,2.0,2.0,Premium,Annual,594.12,12.0,0.0
306798.0,46.0,Male,26.0,8.0,4.0,9.0,Basic,Quarterly,770.06,12.0,0.0
417217.0,41.0,Female,10.0,22.0,4.0,1.0,Standard,Annual,977.63,2.0,0.0
226290.0,32.0,Female,10.0,7.0,0.0,19.0,Basic,Quarterly,136.03,16.0,1.0
214670.0,34.0,Male,59.0,10.0,5.0,29.0,Premium,Annual,169.8,14.0,1.0
21331.0,53.0,Female,55.0,2.0,2.0,23.0,Standard,Annual,961.0,10.0,1.0
272516.0,30.0,Male,34.0,17.0,0.0,17.0,Basic,Annual,953.64,22.0,0.0
423963.0,21.0,Female,54.0,26.0,0.0,4.0,Standard,Quarterly,913.11,3.0,0.0
278075.0,35.0,Female,55.0,18.0,0.0,3.0,Standard,Quarterly,808.62,1.0,0.0
123368.0,23.0,Male,16.0,15.0,2.0,28.0,Basic,Annual,979.0,17.0,1.0
215372.0,23.0,Female,51.0,11.0,7.0,22.0,Basic,Annual,540.66,11.0,1.0
252437.0,46.0,Male,40.0,10.0,1.0,8.0,Premium,Monthly,199.08,11.0,1.0
42822.0,44.0,Female,37.0,1.0,9.0,29.0,Basic,Monthly,219.0,21.0,1.0
7040.0,53.0,Female,32.0,22.0,5.0,17.0,Premium,Annual,966.0,9.0,1.0
300699.0,27.0,Male,44.0,2.0,1.0,14.0,Basic,Annual,796.96,15.0,0.0
444122.0,39.0,Male,9.0,9.0,2.0,1.0,Premium,Quarterly,828.89,29.0,0.0
187933.0,60.0,Male,56.0,10.0,3.0,15.0,Premium,Annual,986.0,2.0,1.0
66812.0,28.0,Female,15.0,3.0,10.0,13.0,Standard,Monthly,656.0,12.0,1.0
317994.0,23.0,Male,17.0,29.0,1.0,13.0,Basic,Annual,908.87,1.0,0.0
54201.0,52.0,Female,2.0,2.0,9.0,14.0,Premium,Annual,384.0,15.0,1.0
50295.0,63.0,Female,8.0,19.0,2.0,14.0,Premium,Monthly,387.0,9.0,1.0
418229.0,42.0,Female,3.0,27.0,4.0,2.0,Premium,Annual,572.21,10.0,0.0
170679.0,56.0,Female,13.0,24.0,7.0,20.0,Premium,Quarterly,582.0,24.0,1.0
424166.0,50.0,Female,47.0,21.0,0.0,3.0,Standard,Quarterly,622.86,8.0,0.0
212669.0,26.0,Male,17.0,8.0,2.0,2.0,Basic,Annual,831.14,23.0,1.0
97452.0,25.0,Male,60.0,7.0,7.0,30.0,Standard,Monthly,535.0,5.0,1.0
30232.0,37.0,Male,20.0,14.0,5.0,3.0,Premium,Quarterly,143.0,12.0,1.0
385068.0,37.0,Male,28.0,16.0,3.0,2.0,Basic,Annual,538.97,3.0,0.0
220076.0,35.0,Female,58.0,15.0,7.0,25.0,Premium,Monthly,325.25,1.0,1.0
47028.0,61.0,Female,8.0,20.0,4.0,9.0,Premium,Annual,444.0,9.0,1.0
26779.0,51.0,Male,13.0,5.0,5.0,18.0,Basic,Monthly,605.0,24.0,1.0
255199.0,53.0,Male,30.0,28.0,0.0,17.0,Standard,Annual,175.18,30.0,1.0
352751.0,23.0,Female,10.0,25.0,2.0,2.0,Basic,Annual,765.49,2.0,0.0
425136.0,44.0,Male,30.0,26.0,0.0,3.0,Basic,Quarterly,868.88,5.0,0.0
211987.0,48.0,Female,51.0,27.0,3.0,0.0,Premium,Monthly,308.79,1.0,1.0
84485.0,56.0,Female,1.0,8.0,8.0,24.0,Premium,Monthly,147.0,29.0,1.0
65815.0,47.0,Female,5.0,20.0,0.0,15.0,Basic,Quarterly,265.0,15.0,1.0
436150.0,31.0,Male,42.0,8.0,1.0,4.0,Premium,Annual,844.86,4.0,0.0
316400.0,34.0,Male,54.0,19.0,0.0,8.0,Standard,Quarterly,859.58,17.0,0.0
313845.0,23.0,Male,45.0,3.0,2.0,20.0,Premium,Annual,935.54,5.0,0.0
14726.0,60.0,Female,3.0,5.0,4.0,6.0,Basic,Annual,469.0,4.0,1.0
275177.0,27.0,Male,22.0,14.0,2.0,20.0,Basic,Quarterly,577.62,16.0,0.0
147244.0,34.0,Male,28.0,17.0,9.0,22.0,Premium,Annual,193.0,25.0,1.0
425234.0,49.0,Male,26.0,24.0,3.0,9.0,Premium,Quarterly,605.36,25.0,0.0
369637.0,46.0,Male,30.0,11.0,4.0,2.0,Premium,Annual,985.71,14.0,0.0
263907.0,20.0,Male,12.0,18.0,2.0,12.0,Premium,Annual,940.28,21.0,0.0
154543.0,53.0,Female,21.0,13.0,9.0,1.0,Basic,Monthly,576.0,5.0,1.0
170411.0,44.0,Female,46.0,28.0,3.0,16.0,Premium,Quarterly,610.0,14.0,0.0
213858.0,48.0,Female,20.0,5.0,5.0,12.0,Basic,Monthly,420.94,6.0,1.0
142036.0,58.0,Male,32.0,14.0,3.0,15.0,Basic,Annual,920.0,18.0,1.0
435797.0,30.0,Male,31.0,15.0,0.0,11.0,Standard,Annual,902.19,7.0,0.0
223488.0,65.0,Male,12.0,20.0,4.0,5.0,Basic,Monthly,763.04,26.0,1.0
258739.0,38.0,Female,57.0,15.0,0.0,18.0,Standard,Annual,198.87,28.0,1.0
57695.0,61.0,Female,52.0,26.0,6.0,18.0,Basic,Monthly,823.0,24.0,1.0
299781.0,30.0,Male,59.0,21.0,3.0,16.0,Basic,Quarterly,654.08,26.0,0.0
20088.0,49.0,Male,14.0,27.0,1.0,1.0,Premium,Quarterly,265.0,14.0,1.0
382231.0,26.0,Male,46.0,20.0,1.0,9.0,Premium,Quarterly,590.21,29.0,0.0
1640.0,18.0,Female,42.0,28.0,2.0,23.0,Premium,Annual,653.0,9.0,1.0
182125.0,63.0,Male,25.0,14.0,7.0,4.0,Basic,Quarterly,178.0,7.0,1.0
152185.0,58.0,Female,38.0,12.0,7.0,21.0,Standard,Monthly,967.0,17.0,1.0
367658.0,30.0,Male,17.0,26.0,1.0,18.0,Basic,Quarterly,525.96,13.0,0.0
370461.0,36.0,Female,36.0,6.0,1.0,20.0,Basic,Annual,731.5,7.0,0.0
177943.0,50.0,Female,20.0,22.0,10.0,4.0,Standard,Quarterly,130.0,15.0,1.0
347427.0,36.0,Female,16.0,28.0,2.0,19.0,Standard,Annual,840.56,8.0,0.0
7729.0,61.0,Female,23.0,27.0,3.0,29.0,Premium,Annual,398.0,9.0,1.0
404163.0,33.0,Female,54.0,29.0,0.0,9.0,Standard,Quarterly,582.2,3.0,0.0
183762.0,49.0,Male,38.0,2.0,6.0,17.0,Standard,Quarterly,720.0,9.0,1.0
319516.0,18.0,Female,32.0,9.0,0.0,4.0,Basic,Annual,965.32,14.0,0.0
220433.0,19.0,Female,4.0,15.0,9.0,4.0,Basic,Quarterly,753.7,23.0,1.0
358141.0,48.0,Female,25.0,4.0,0.0,0.0,Premium,Annual,742.23,9.0,0.0
66467.0,19.0,Female,6.0,4.0,6.0,22.0,Premium,Monthly,874.0,20.0,1.0
184538.0,57.0,Male,49.0,22.0,0.0,21.0,Basic,Annual,427.0,19.0,1.0
369431.0,25.0,Male,28.0,20.0,0.0,18.0,Standard,Annual,612.82,9.0,0.0
304221.0,22.0,Male,19.0,13.0,2.0,7.0,Standard,Quarterly,729.9,30.0,0.0
162678.0,63.0,Male,9.0,29.0,5.0,24.0,Premium,Quarterly,375.0,8.0,1.0
146731.0,48.0,Female,31.0,4.0,5.0,28.0,Standard,Quarterly,550.0,21.0,1.0
397438.0,50.0,Female,30.0,14.0,3.0,1.0,Premium,Annual,616.42,1.0,0.0
41922.0,65.0,Male,28.0,13.0,0.0,11.0,Premium,Annual,645.0,22.0,1.0
176935.0,47.0,Female,16.0,11.0,10.0,3.0,Premium,Quarterly,999.0,8.0,1.0
252631.0,20.0,Female,28.0,25.0,3.0,8.0,Basic,Monthly,279.65,24.0,1.0
410545.0,30.0,Female,23.0,30.0,1.0,7.0,Premium,Annual,543.47,12.0,0.0
162665.0,53.0,Female,42.0,7.0,2.0,26.0,Premium,Annual,681.0,25.0,1.0
391030.0,31.0,Male,27.0,11.0,2.0,16.0,Premium,Annual,618.41,22.0,0.0
317149.0,37.0,Male,27.0,1.0,2.0,18.0,Premium,Quarterly,890.6,21.0,0.0
319140.0,45.0,Male,34.0,25.0,0.0,20.0,Premium,Quarterly,858.14,27.0,0.0
2878.0,42.0,Male,34.0,16.0,9.0,23.0,Standard,Monthly,981.0,22.0,1.0
141987.0,65.0,Male,50.0,5.0,3.0,14.0,Basic,Monthly,744.0,27.0,1.0
121398.0,64.0,Female,31.0,3.0,1.0,25.0,Standard,Monthly,628.0,27.0,1.0
376608.0,44.0,Male,8.0,13.0,2.0,13.0,Premium,Quarterly,732.52,23.0,0.0
415200.0,49.0,Male,37.0,25.0,0.0,6.0,Premium,Quarterly,533.97,17.0,0.0
76155.0,45.0,Male,1.0,13.0,7.0,5.0,Premium,Monthly,498.0,7.0,1.0
183126.0,33.0,Male,54.0,28.0,1.0,6.0,Basic,Quarterly,668.0,13.0,0.0
234424.0,39.0,Male,33.0,2.0,4.0,13.0,Standard,Annual,839.12,30.0,1.0
128478.0,33.0,Male,23.0,9.0,10.0,22.0,Premium,Monthly,391.0,9.0,1.0
15465.0,26.0,Male,19.0,1.0,6.0,0.0,Standard,Monthly,464.0,2.0,1.0
100717.0,25.0,Male,11.0,30.0,3.0,5.0,Premium,Monthly,533.0,17.0,1.0
29174.0,36.0,Female,49.0,9.0,6.0,7.0,Standard,Annual,539.0,9.0,1.0
294975.0,48.0,Male,31.0,13.0,2.0,19.0,Basic,Quarterly,535.71,8.0,0.0
164219.0,38.0,Female,47.0,1.0,0.0,10.0,Standard,Quarterly,397.0,6.0,1.0
43395.0,48.0,Female,58.0,25.0,4.0,9.0,Premium,Annual,794.0,24.0,1.0
385570.0,24.0,Female,40.0,29.0,2.0,12.0,Basic,Annual,511.99,7.0,0.0
332337.0,38.0,Male,7.0,18.0,3.0,17.0,Premium,Annual,730.85,18.0,0.0
246313.0,18.0,Female,57.0,19.0,1.0,15.0,Basic,Annual,188.89,29.0,1.0
57327.0,35.0,Female,7.0,1.0,0.0,5.0,Standard,Monthly,277.0,17.0,1.0
99540.0,37.0,Female,41.0,28.0,10.0,28.0,Basic,Annual,889.0,12.0,1.0
355202.0,48.0,Male,23.0,20.0,0.0,9.0,Premium,Quarterly,510.38,8.0,0.0
423223.0,39.0,Male,1.0,10.0,2.0,6.0,Standard,Annual,991.05,1.0,0.0
418899.0,27.0,Male,8.0,25.0,2.0,2.0,Premium,Annual,971.11,16.0,0.0
55795.0,46.0,Female,33.0,19.0,2.0,19.0,Basic,Quarterly,282.0,23.0,1.0
159105.0,23.0,Female,29.0,21.0,1.0,0.0,Standard,Annual,919.0,15.0,0.0
301478.0,22.0,Male,18.0,13.0,0.0,1.0,Basic,Annual,624.27,30.0,0.0
403674.0,29.0,Male,41.0,4.0,2.0,19.0,Standard,Quarterly,941.16,21.0,0.0
320765.0,35.0,Male,34.0,16.0,0.0,3.0,Premium,Quarterly,991.73,25.0,0.0
77462.0,59.0,Male,9.0,25.0,2.0,24.0,Basic,Monthly,185.0,6.0,1.0
127320.0,19.0,Male,18.0,16.0,7.0,28.0,Basic,Annual,523.0,16.0,1.0
353969.0,44.0,Male,55.0,22.0,2.0,9.0,Basic,Quarterly,643.67,22.0,0.0
440229.0,26.0,Male,22.0,30.0,0.0,17.0,Basic,Quarterly,641.04,2.0,0.0
71582.0,21.0,Female,2.0,15.0,9.0,9.0,Premium,Quarterly,384.0,7.0,1.0
436556.0,48.0,Male,7.0,25.0,2.0,6.0,Basic,Quarterly,775.62,5.0,0.0
395937.0,26.0,Male,44.0,26.0,2.0,1.0,Standard,Quarterly,773.4,1.0,0.0
207409.0,35.0,Female,18.0,2.0,10.0,11.0,Standard,Annual,835.08,7.0,1.0
341171.0,40.0,Male,53.0,27.0,2.0,10.0,Basic,Annual,531.21,17.0,0.0
273884.0,45.0,Male,41.0,14.0,0.0,13.0,Basic,Quarterly,863.73,12.0,0.0
371105.0,35.0,Male,40.0,26.0,3.0,3.0,Basic,Quarterly,770.58,30.0,0.0
82835.0,64.0,Female,51.0,7.0,9.0,2.0,Basic,Annual,540.0,13.0,1.0
386581.0,35.0,Male,20.0,30.0,3.0,13.0,Basic,Quarterly,551.38,8.0,0.0
197435.0,50.0,Male,21.0,14.0,7.0,26.0,Standard,Quarterly,670.0,30.0,1.0
116489.0,39.0,Female,27.0,6.0,1.0,26.0,Basic,Monthly,586.0,25.0,1.0
412521.0,33.0,Female,45.0,20.0,0.0,7.0,Standard,Quarterly,710.34,2.0,0.0
233237.0,59.0,Male,17.0,22.0,1.0,14.0,Premium,Quarterly,985.78,6.0,1.0
390804.0,41.0,Male,50.0,28.0,1.0,15.0,Premium,Quarterly,918.42,19.0,0.0
103886.0,20.0,Male,9.0,2.0,2.0,27.0,Standard,Monthly,214.0,8.0,1.0
308292.0,49.0,Female,38.0,12.0,4.0,11.0,Standard,Annual,605.96,14.0,0.0
223511.0,53.0,Female,18.0,11.0,0.0,28.0,Standard,Monthly,839.92,18.0,1.0
399809.0,35.0,Male,11.0,28.0,0.0,9.0,Basic,Quarterly,617.99,17.0,0.0
277556.0,50.0,Female,29.0,8.0,4.0,11.0,Basic,Annual,858.74,9.0,0.0
150749.0,57.0,Male,60.0,8.0,4.0,9.0,Basic,Annual,946.0,12.0,1.0
346389.0,34.0,Male,5.0,29.0,1.0,6.0,Premium,Annual,683.57,22.0,0.0
310372.0,34.0,Male,9.0,25.0,3.0,17.0,Premium,Quarterly,696.27,13.0,0.0
397074.0,40.0,Male,14.0,24.0,1.0,6.0,Standard,Quarterly,891.89,21.0,0.0
360131.0,46.0,Male,50.0,23.0,2.0,2.0,Standard,Annual,564.09,24.0,0.0
191345.0,38.0,Female,17.0,20.0,3.0,24.0,Basic,Quarterly,348.0,18.0,1.0
296287.0,46.0,Male,7.0,3.0,1.0,10.0,Premium,Annual,817.78,20.0,0.0
216522.0,53.0,Female,50.0,16.0,6.0,16.0,Premium,Annual,908.53,24.0,1.0
